DP05_0001E,DP05_0001PE,DP05_0002E,DP05_0002PE,DP05_0003E,DP05_0003PE,DP05_0004E,DP05_0004PE,DP05_0005E,DP05_0005PE,DP05_0006E,DP05_0006PE,DP05_0007E,DP05_0007PE,DP05_0008E,DP05_0008PE,DP05_0009E,DP05_0009PE,DP05_0010E,DP05_0010PE,DP05_0011E,DP05_0011PE,DP05_0012E,DP05_0012PE,DP05_0013E,DP05_0013PE,DP05_0014E,DP05_0014PE,DP05_0015E,DP05_0015PE,DP05_0016E,DP05_0016PE,DP05_0017E,DP05_0017PE,DP05_0018E,DP05_0018PE,DP05_0019E,DP05_0019PE,DP05_0020E,DP05_0020PE,DP05_0021E,DP05_0021PE,DP05_0022E,DP05_0022PE,DP05_0023E,DP05_0023PE,DP05_0024E,DP05_0024PE,DP05_0025E,DP05_0025PE,DP05_0026E,DP05_0026PE,DP05_0027E,DP05_0027PE,DP05_0028E,DP05_0028PE,DP05_0029E,DP05_0029PE,DP05_0030E,DP05_0030PE,DP05_0031E,DP05_0031PE,DP05_0032E,DP05_0032PE,DP05_0033E,DP05_0033PE,DP05_0034E,DP05_0034PE,DP05_0035E,DP05_0035PE,DP05_0036E,DP05_0036PE,DP05_0037E,DP05_0037PE,DP05_0038E,DP05_0038PE,DP05_0039E,DP05_0039PE,DP05_0040E,DP05_0040PE,DP05_0041E,DP05_0041PE,DP05_0042E,DP05_0042PE,DP05_0043E,DP05_0043PE,DP05_0044E,DP05_0044PE,DP05_0045E,DP05_0045PE,DP05_0046E,DP05_0046PE,DP05_0047E,DP05_0047PE,DP05_0048E,DP05_0048PE,DP05_0049E,DP05_0049PE,DP05_0050E,DP05_0050PE,DP05_0051E,DP05_0051PE,DP05_0052E,DP05_0052PE,DP05_0053E,DP05_0053PE,DP05_0054E,DP05_0054PE,DP05_0055E,DP05_0055PE,DP05_0056E,DP05_0056PE,DP05_0057E,DP05_0057PE,DP05_0058E,DP05_0058PE,DP05_0059E,DP05_0059PE,DP05_0060E,DP05_0060PE,DP05_0061E,DP05_0061PE,DP05_0062E,DP05_0062PE,DP05_0063E,DP05_0063PE,DP05_0064E,DP05_0064PE,DP05_0065E,DP05_0065PE,DP05_0066E,DP05_0066PE,DP05_0067E,DP05_0067PE,DP05_0068E,DP05_0068PE,DP05_0069E,DP05_0069PE,DP05_0070E,DP05_0070PE,DP05_0071E,DP05_0071PE,DP05_0072E,DP05_0072PE,DP05_0073E,DP05_0073PE,DP05_0074E,DP05_0074PE,DP05_0075E,DP05_0075PE,DP05_0076E,DP05_0076PE,DP05_0077E,DP05_0077PE,DP05_0078E,DP05_0078PE,DP05_0079E,DP05_0079PE,DP05_0080E,DP05_0080PE,DP05_0081E,DP05_0081PE,DP05_0082E,DP05_0082PE,DP05_0083E,DP05_0083PE,DP05_0084E,DP05_0084PE,DP05_0085E,DP05_0085PE,DP05_0086E,DP05_0086PE,DP05_0087E,DP05_0087PE,DP05_0088E,DP05_0088PE,DP05_0089E,DP05_0089PE,NAME
28591,28591,13148,46.0,15443,54.0,85.1,-888888888,1894,6.6,1800,6.3,2690,9.4,2266,7.9,1901,6.6,3810,13.3,4040,14.1,3129,10.9,1883,6.6,1409,4.9,2085,7.3,1085,3.8,599,2.1,34.9,-888888888,7840,27.4,21649,75.7,20751,72.6,19325,67.6,4494,15.7,3769,13.2,20751,20751,9031,43.5,11720,56.5,77.1,-888888888,3769,3769,1215,32.2,2554,67.8,47.6,-888888888,28591,28591,28133,98.4,458,1.6,28133,98.4,14128,49.4,13136,45.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,362,1.3,14,0.0,14,0.0,113,0.4,26,0.1,55,0.2,66,0.2,74,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,507,1.8,458,1.6,261,0.9,57,0.2,7,0.0,0,0.0,28591,28591,14540,50.9,13455,47.1,87,0.3,387,1.4,13,0.0,597,2.1,28591,28591,5159,18.0,4165,14.6,256,0.9,257,0.9,481,1.7,23432,82.0,9824,34.4,12826,44.9,0,0.0,362,1.3,0,0.0,70,0.2,350,1.2,0,0.0,350,1.2,10738,-888888888,19013,19013,8281,43.6,10732,56.4,ZCTA5 30012
26555,26555,12582,47.4,13973,52.6,90.0,-888888888,1427,5.4,1574,5.9,2068,7.8,1879,7.1,1798,6.8,3305,12.4,3411,12.8,4758,17.9,1541,5.8,1678,6.3,2180,8.2,780,2.9,156,0.6,38.1,-888888888,6224,23.4,21114,79.5,20331,76.6,19189,72.3,4167,15.7,3116,11.7,20331,20331,9343,46.0,10988,54.0,85.0,-888888888,3116,3116,1509,48.4,1607,51.6,93.9,-888888888,26555,26555,25802,97.2,753,2.8,25802,97.2,6837,25.7,17731,66.8,23,0.1,16,0.1,0,0.0,0,0.0,0,0.0,690,2.6,86,0.3,20,0.1,24,0.1,29,0.1,0,0.0,342,1.3,189,0.7,182,0.7,0,0.0,0,0.0,0,0.0,182,0.7,339,1.3,753,2.8,255,1.0,65,0.2,9,0.0,88,0.3,26555,26555,7392,27.8,18270,68.8,309,1.2,735,2.8,274,1.0,479,1.8,26555,26555,1738,6.5,583,2.2,204,0.8,17,0.1,934,3.5,24817,93.5,5978,22.5,17377,65.4,16,0.1,690,2.6,182,0.7,0,0.0,574,2.2,65,0.2,509,1.9,10475,-888888888,19535,19535,8997,46.1,10538,53.9,ZCTA5 30013
36034,36034,17390,48.3,18644,51.7,93.3,-888888888,2389,6.6,2431,6.7,2402,6.7,1898,5.3,2486,6.9,5874,16.3,5539,15.4,4349,12.1,2281,6.3,1924,5.3,3023,8.4,1076,3.0,362,1.0,36.0,-888888888,8647,24.0,28369,78.7,27387,76.0,26802,74.4,5621,15.6,4461,12.4,27387,27387,12998,47.5,14389,52.5,90.3,-888888888,4461,4461,1868,41.9,2593,58.1,72.0,-888888888,36034,36034,35145,97.5,889,2.5,35145,97.5,19510,54.1,9842,27.3,76,0.2,27,0.1,0,0.0,0,0.0,0,0.0,3344,9.3,665,1.8,1173,3.3,106,0.3,31,0.1,766,2.1,298,0.8,305,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2373,6.6,889,2.5,205,0.6,131,0.4,265,0.7,23,0.1,36034,36034,20250,56.2,10120,28.1,304,0.8,3757,10.4,21,0.1,2567,7.1,36034,36034,4909,13.6,2695,7.5,377,1.0,101,0.3,1736,4.8,31125,86.4,17444,48.4,9546,26.5,27,0.1,3344,9.3,0,0.0,70,0.2,694,1.9,109,0.3,585,1.6,15573,-888888888,24067,24067,11296,46.9,12771,53.1,ZCTA5 30092
65937,65937,33645,51.0,32292,49.0,104.2,-888888888,3962,6.0,5205,7.9,4884,7.4,4235,6.4,3827,5.8,7843,11.9,9170,13.9,9317,14.1,4614,7.0,4367,6.6,5403,8.2,2495,3.8,615,0.9,38.1,-888888888,16760,25.4,50916,77.2,49177,74.6,47037,71.3,11141,16.9,8513,12.9,49177,49177,24485,49.8,24692,50.2,99.2,-888888888,8513,8513,3919,46.0,4594,54.0,85.3,-888888888,65937,65937,63387,96.1,2550,3.9,63387,96.1,31833,48.3,14636,22.2,234,0.4,0,0.0,18,0.0,42,0.1,0,0.0,9548,14.5,3539,5.4,965,1.5,259,0.4,95,0.1,455,0.7,2221,3.4,2014,3.1,112,0.2,110,0.2,0,0.0,0,0.0,2,0.0,7024,10.7,2550,3.9,791,1.2,271,0.4,566,0.9,30,0.0,65937,65937,33830,51.3,15775,23.9,609,0.9,10387,15.8,321,0.5,7612,11.5,65937,65937,14038,21.3,7085,10.7,387,0.6,502,0.8,6064,9.2,51899,78.7,25711,39.0,14388,21.8,55,0.1,9548,14.5,112,0.2,187,0.3,1898,2.9,140,0.2,1758,2.7,21605,-888888888,39384,39384,19278,48.9,20106,51.1,ZCTA5 30047
57067,57067,27696,48.5,29371,51.5,94.3,-888888888,4826,8.5,3787,6.6,2356,4.1,2013,3.5,3072,5.4,14132,24.8,9143,16.0,7427,13.0,2663,4.7,2548,4.5,3301,5.8,1351,2.4,448,0.8,33.7,-888888888,12424,21.8,45703,80.1,44643,78.2,43714,76.6,6320,11.1,5100,8.9,44643,44643,21262,47.6,23381,52.4,90.9,-888888888,5100,5100,2161,42.4,2939,57.6,73.5,-888888888,57067,57067,54888,96.2,2179,3.8,54888,96.2,27356,47.9,17258,30.2,218,0.4,0,0.0,0,0.0,0,0.0,0,0.0,4771,8.4,3392,5.9,429,0.8,313,0.5,99,0.2,83,0.1,134,0.2,321,0.6,114,0.2,114,0.2,0,0.0,0,0.0,0,0.0,5171,9.1,2179,3.8,628,1.1,244,0.4,305,0.5,39,0.1,57067,57067,28889,50.6,18565,32.5,669,1.2,5339,9.4,209,0.4,5745,10.1,57067,57067,9208,16.1,5147,9.0,836,1.5,364,0.6,2861,5.0,47859,83.9,24290,42.6,16896,29.6,40,0.1,4669,8.2,114,0.2,147,0.3,1703,3.0,167,0.3,1536,2.7,28093,-888888888,37802,37802,17637,46.7,20165,53.3,ZCTA5 30080
39586,39586,18497,46.7,21089,53.3,87.7,-888888888,1858,4.7,2190,5.5,2805,7.1,2985,7.5,2279,5.8,4112,10.4,5027,12.7,5837,14.7,3093,7.8,2715,6.9,4249,10.7,1702,4.3,734,1.9,40.9,-888888888,8988,22.7,31894,80.6,30598,77.3,29440,74.4,8159,20.6,6685,16.9,30598,30598,14217,46.5,16381,53.5,86.8,-888888888,6685,6685,3052,45.7,3633,54.3,84.0,-888888888,39586,39586,38935,98.4,651,1.6,38935,98.4,10461,26.4,26116,66.0,114,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1113,2.8,709,1.8,20,0.1,0,0.0,0,0.0,73,0.2,91,0.2,220,0.6,17,0.0,0,0.0,0,0.0,0,0.0,17,0.0,1114,2.8,651,1.6,295,0.7,24,0.1,58,0.1,83,0.2,39586,39586,10900,27.5,26647,67.3,280,0.7,1269,3.2,35,0.1,1185,3.0,39586,39586,1744,4.4,1060,2.7,236,0.6,39,0.1,409,1.0,37842,95.6,10113,25.5,25779,65.1,54,0.1,1113,2.8,17,0.0,134,0.3,632,1.6,37,0.1,595,1.5,14802,-888888888,29046,29046,13408,46.2,15638,53.8,ZCTA5 30087
15787,15787,8041,50.9,7746,49.1,103.8,-888888888,1135,7.2,862,5.5,1000,6.3,949,6.0,1192,7.6,1898,12.0,2004,12.7,2563,16.2,1294,8.2,952,6.0,1175,7.4,634,4.0,129,0.8,39.8,-888888888,3592,22.8,12624,80.0,12195,77.2,11571,73.3,2618,16.6,1938,12.3,12195,12195,5975,49.0,6220,51.0,96.1,-888888888,1938,1938,828,42.7,1110,57.3,74.6,-888888888,15787,15787,15575,98.7,212,1.3,15575,98.7,14413,91.3,817,5.2,91,0.6,0,0.0,0,0.0,0,0.0,0,0.0,170,1.1,0,0.0,86,0.5,2,0.0,0,0.0,82,0.5,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,83,0.5,212,1.3,86,0.5,26,0.2,6,0.0,0,0.0,15787,15787,14556,92.2,903,5.7,186,1.2,201,1.3,26,0.2,152,1.0,15787,15787,888,5.6,373,2.4,0,0.0,0,0.0,515,3.3,14899,94.4,13726,86.9,807,5.1,0,0.0,170,1.1,1,0.0,53,0.3,142,0.9,0,0.0,142,0.9,6308,-888888888,11787,11787,5703,48.4,6084,51.6,ZCTA5 30103
13517,13517,6959,51.5,6558,48.5,106.1,-888888888,732,5.4,814,6.0,934,6.9,1216,9.0,491,3.6,1452,10.7,1650,12.2,2160,16.0,1069,7.9,905,6.7,1369,10.1,494,3.7,231,1.7,41.3,-888888888,3255,24.1,10792,79.8,10262,75.9,9724,71.9,2594,19.2,2094,15.5,10262,10262,5195,50.6,5067,49.4,102.5,-888888888,2094,2094,973,46.5,1121,53.5,86.8,-888888888,13517,13517,12942,95.7,575,4.3,12942,95.7,12724,94.1,86,0.6,17,0.1,0,0.0,0,0.0,0,0.0,0,0.0,48,0.4,0,0.0,21,0.2,6,0.0,0,0.0,21,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67,0.5,575,4.3,61,0.5,401,3.0,8,0.1,0,0.0,13517,13517,13296,98.4,150,1.1,418,3.1,116,0.9,60,0.4,172,1.3,13517,13517,270,2.0,99,0.7,28,0.2,26,0.2,117,0.9,13247,98.0,12543,92.8,77,0.6,0,0.0,48,0.4,0,0.0,30,0.2,549,4.1,42,0.3,507,3.8,5213,-888888888,10169,10169,5150,50.6,5019,49.4,ZCTA5 30107
54709,54709,27161,49.6,27548,50.4,98.6,-888888888,2941,5.4,4454,8.1,4251,7.8,3608,6.6,3546,6.5,6128,11.2,8164,14.9,7816,14.3,3077,5.6,3041,5.6,4645,8.5,2403,4.4,635,1.2,37.7,-888888888,14073,25.7,42226,77.2,40636,74.3,39057,71.4,9594,17.5,7683,14.0,40636,40636,20186,49.7,20450,50.3,98.7,-888888888,7683,7683,3048,39.7,4635,60.3,65.8,-888888888,54709,54709,53159,97.2,1550,2.8,53159,97.2,45531,83.2,4310,7.9,756,1.4,0,0.0,0,0.0,0,0.0,0,0.0,760,1.4,87,0.2,99,0.2,246,0.4,75,0.1,253,0.5,0,0.0,0,0.0,43,0.1,43,0.1,0,0.0,0,0.0,0,0.0,1759,3.2,1550,2.8,270,0.5,375,0.7,588,1.1,64,0.1,54709,54709,46994,85.9,4660,8.5,1258,2.3,1395,2.5,66,0.1,1949,3.6,54709,54709,9637,17.6,4230,7.7,993,1.8,220,0.4,4194,7.7,45072,82.4,39197,71.6,4109,7.5,40,0.1,760,1.4,0,0.0,0,0.0,966,1.8,0,0.0,966,1.8,20391,-888888888,36348,36348,17610,48.4,18738,51.6,ZCTA5 30114
8941,8941,4785,53.5,4156,46.5,115.1,-888888888,637,7.1,490,5.5,549,6.1,721,8.1,749,8.4,1264,14.1,928,10.4,1070,12.0,497,5.6,524,5.9,891,10.0,417,4.7,204,2.3,35.9,-888888888,2037,22.8,7184,80.3,6904,77.2,6377,71.3,1814,20.3,1512,16.9,6904,6904,3539,51.3,3365,48.7,105.2,-888888888,1512,1512,645,42.7,867,57.3,74.4,-888888888,8941,8941,8810,98.5,131,1.5,8810,98.5,8007,89.6,678,7.6,7,0.1,7,0.1,0,0.0,0,0.0,0,0.0,118,1.3,0,0.0,0,0.0,0,0.0,18,0.2,2,0.0,98,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,131,1.5,45,0.5,8,0.1,19,0.2,0,0.0,8941,8941,8120,90.8,741,8.3,15,0.2,155,1.7,0,0.0,41,0.5,8941,8941,148,1.7,54,0.6,59,0.7,10,0.1,25,0.3,8793,98.3,7918,88.6,678,7.6,7,0.1,100,1.1,0,0.0,0,0.0,90,1.0,0,0.0,90,1.0,3897,-888888888,6764,6764,3422,50.6,3342,49.4,ZCTA5 30662
42,42,21,50.0,21,50.0,100.0,-888888888,3,7.1,2,4.8,0,0.0,3,7.1,3,7.1,0,0.0,6,14.3,1,2.4,4,9.5,0,0.0,16,38.1,4,9.5,0,0.0,59.5,-888888888,5,11.9,37,88.1,37,88.1,31,73.8,20,47.6,20,47.6,37,37,19,51.4,18,48.6,105.6,-888888888,20,20,8,40.0,12,60.0,66.7,-888888888,42,42,36,85.7,6,14.3,36,85.7,36,85.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,14.3,6,14.3,0,0.0,0,0.0,0,0.0,42,42,42,100.0,6,14.3,0,0.0,0,0.0,0,0.0,0,0.0,42,42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42,100.0,36,85.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,14.3,0,0.0,6,14.3,22,-888888888,37,37,19,51.4,18,48.6,ZCTA5 30451
2119,2119,947,44.7,1172,55.3,80.8,-888888888,0,0.0,0,0.0,0,0.0,1261,59.5,795,37.5,63,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19.7,-888888888,31,1.5,2119,100.0,2088,98.5,383,18.1,0,0.0,0,0.0,2088,2088,947,45.4,1141,54.6,83.0,-888888888,0,0,0,-666666666.0,0,-666666666.0,-666666666.0,-888888888,2119,2119,2016,95.1,103,4.9,2016,95.1,1148,54.2,858,40.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.5,10,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,103,4.9,79,3.7,0,0.0,11,0.5,11,0.5,2119,2119,1238,58.4,950,44.8,11,0.5,23,1.1,0,0.0,0,0.0,2119,2119,176,8.3,35,1.7,42,2.0,0,0.0,99,4.7,1943,91.7,1012,47.8,836,39.5,0,0.0,10,0.5,0,0.0,0,0.0,85,4.0,0,0.0,85,4.0,0,-888888888,2043,2043,933,45.7,1110,54.3,ZCTA5 30460
0,0,0,-666666666.0,0,-666666666.0,-666666666.0,-888888888,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,-666666666.0,-888888888,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,0,0,-666666666.0,0,-666666666.0,-666666666.0,-888888888,0,0,0,-666666666.0,0,-666666666.0,-666666666.0,-888888888,0,0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-666666666.0,0,-888888888,0,0,0,-666666666.0,0,-666666666.0,ZCTA5 30475
8864,8864,4351,49.1,4513,50.9,96.4,-888888888,610,6.9,340,3.8,682,7.7,443,5.0,389,4.4,704,7.9,913,10.3,1359,15.3,658,7.4,758,8.6,1330,15.0,528,6.0,150,1.7,48.0,-888888888,1950,22.0,7176,81.0,6914,78.0,6740,76.0,2515,28.4,2008,22.7,6914,6914,3372,48.8,3542,51.2,95.2,-888888888,2008,2008,960,47.8,1048,52.2,91.6,-888888888,8864,8864,8709,98.3,155,1.7,8709,98.3,8526,96.2,82,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,0.3,0,0.0,25,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,76,0.9,155,1.7,67,0.8,69,0.8,7,0.1,0,0.0,8864,8864,8681,97.9,149,1.7,69,0.8,32,0.4,0,0.0,88,1.0,8864,8864,660,7.4,389,4.4,49,0.6,0,0.0,222,2.5,8204,92.6,7980,90.0,75,0.8,0,0.0,25,0.3,0,0.0,0,0.0,124,1.4,12,0.1,112,1.3,5111,-888888888,6791,6791,3325,49.0,3466,51.0,ZCTA5 30536
46,46,26,56.5,20,43.5,130.0,-888888888,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,30.4,0,0.0,3,6.5,13,28.3,0,0.0,15,32.6,1,2.2,0,0.0,59.5,-888888888,0,0.0,46,100.0,46,100.0,46,100.0,16,34.8,16,34.8,46,46,26,56.5,20,43.5,130.0,-888888888,16,16,10,62.5,6,37.5,166.7,-888888888,46,46,46,100.0,0,0.0,46,100.0,46,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46,46,46,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46,46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46,100.0,46,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66,-888888888,46,46,26,56.5,20,43.5,ZCTA5 30573
2308,2308,1022,44.3,1286,55.7,79.5,-888888888,0,0.0,0,0.0,0,0.0,2295,99.4,13,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18.9,-888888888,13,0.6,2308,100.0,2295,99.4,0,0.0,0,0.0,0,0.0,2295,2295,1009,44.0,1286,56.0,78.5,-888888888,0,0,0,-666666666.0,0,-666666666.0,-666666666.0,-888888888,2308,2308,2281,98.8,27,1.2,2281,98.8,1922,83.3,184,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,162,7.0,54,2.3,26,1.1,0,0.0,0,0.0,26,1.1,28,1.2,28,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.6,27,1.2,0,0.0,0,0.0,15,0.6,0,0.0,2308,2308,1949,84.4,196,8.5,12,0.5,177,7.7,0,0.0,13,0.6,2308,2308,123,5.3,28,1.2,29,1.3,27,1.2,39,1.7,2185,94.7,1825,79.1,171,7.4,0,0.0,162,7.0,0,0.0,0,0.0,27,1.2,0,0.0,27,1.2,0,-888888888,2254,2254,981,43.5,1273,56.5,ZCTA5 30609
67,67,38,56.7,29,43.3,131.0,-888888888,0,0.0,0,0.0,10,14.9,0,0.0,0,0.0,0,0.0,9,13.4,1,1.5,32,47.8,4,6.0,0,0.0,11,16.4,0,0.0,57.9,-888888888,10,14.9,57,85.1,57,85.1,57,85.1,13,19.4,11,16.4,57,57,28,49.1,29,50.9,96.6,-888888888,11,11,0,0.0,11,100.0,-666666666.0,-888888888,67,67,67,100.0,0,0.0,67,100.0,44,65.7,23,34.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67,67,44,65.7,23,34.3,0,0.0,0,0.0,0,0.0,0,0.0,67,67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67,100.0,44,65.7,23,34.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,-888888888,57,57,28,49.1,29,50.9,ZCTA5 30623
46,46,8,17.4,38,82.6,21.1,-888888888,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,34.8,0,0.0,0,0.0,12,26.1,18,39.1,0,0.0,65.6,-888888888,0,0.0,46,100.0,46,100.0,46,100.0,30,65.2,30,65.2,46,46,8,17.4,38,82.6,21.1,-888888888,30,30,0,0.0,30,100.0,-666666666.0,-888888888,46,46,46,100.0,0,0.0,46,100.0,46,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46,46,46,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46,46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,46,100.0,46,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,-888888888,46,46,8,17.4,38,82.6,ZCTA5 30751
143,143,77,53.8,66,46.2,116.7,-888888888,47,32.9,0,0.0,0,0.0,0,0.0,53,37.1,17,11.9,0,0.0,0,0.0,5,3.5,12,8.4,9,6.3,0,0.0,0,0.0,23.5,-888888888,47,32.9,96,67.1,96,67.1,96,67.1,9,6.3,9,6.3,96,96,30,31.3,66,68.8,45.5,-888888888,9,9,0,0.0,9,100.0,-666666666.0,-888888888,143,143,143,100.0,0,0.0,143,100.0,68,47.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,75,52.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,143,143,68,47.6,0,0.0,0,0.0,0,0.0,0,0.0,75,52.4,143,143,75,52.4,75,52.4,0,0.0,0,0.0,0,0.0,68,47.6,68,47.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,79,-888888888,96,96,30,31.3,66,68.8,ZCTA5 30756
413,413,270,65.4,143,34.6,188.8,-888888888,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,6,1.5,12,2.9,41,9.9,34,8.2,18,4.4,66,16.0,130,31.5,102,24.7,79.0,-888888888,0,0.0,413,100.0,413,100.0,413,100.0,316,76.5,298,72.2,413,413,270,65.4,143,34.6,188.8,-888888888,298,298,183,61.4,115,38.6,159.1,-888888888,413,413,413,100.0,0,0.0,413,100.0,257,62.2,156,37.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,413,413,257,62.2,156,37.8,0,0.0,0,0.0,0,0.0,0,0.0,413,413,2,0.5,0,0.0,0,0.0,0,0.0,2,0.5,411,99.5,255,61.7,156,37.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-888888888,413,413,270,65.4,143,34.6,ZCTA5 30812
791,791,273,34.5,518,65.5,52.7,-888888888,40,5.1,238,30.1,0,0.0,52,6.6,0,0.0,163,20.6,0,0.0,61,7.7,81,10.2,68,8.6,38,4.8,0,0.0,50,6.3,31.6,-888888888,278,35.1,513,64.9,513,64.9,461,58.3,137,17.3,88,11.1,513,513,149,29.0,364,71.0,40.9,-888888888,88,88,63,71.6,25,28.4,252.0,-888888888,791,791,791,100.0,0,0.0,791,100.0,704,89.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,87,11.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,87,11.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,791,791,704,89.0,0,0.0,0,0.0,87,11.0,0,0.0,0,0.0,791,791,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,791,100.0,704,89.0,0,0.0,0,0.0,87,11.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,302,-888888888,513,513,149,29.0,364,71.0,ZCTA5 30903
